,Filename,Number,Output,Formula,variables,v1_name,v1_low,v1_high,v2_name,v2_low,v2_high,v3_name,v3_low,v3_high,v4_name,v4_low,v4_high,v5_name,v5_low,v5_high,v6_name,v6_low,v6_high,v7_name,v7_low,v7_high,v8_name,v8_low,v8_high,v9_name,v9_low,v9_high,v10_name,v10_low,v10_high
0,p33,1,X,((O1-e1)**2)/e1+((O2-e2)**2)/e2,4,O1,0,1000.0,e1,0,1000.0,O2,0,1000.0,e2,0.0,1000.0,,,,,,,,,,,,,,,,,,
1,p137,2,M,100*(a+b)/(a+b+c+d),4,a,0,1000.0,b,0,1000.0,c,0,1000.0,d,0.0,1000.0,,,,,,,,,,,,,,,,,,
2,p149,3,M,50*(T+6*Nn)/t,3,T,0,1000.0,Nn,0,100.0,t,0,1000.0,,,,,,,,,,,,,,,,,,,,,
3,p173,4,f,((1-d/L)**3),2,d,0,10.0,L,d,10.0,,,,,,,,,,,,,,,,,,,,,,,,
4,p256,5,C,c/(1+k*c*t),3,k,0,1000.0,c,0,1000000000000000.0,t,0,100.0,,,,,,,,,,,,,,,,,,,,,
5,p560,6,P,exp(-m),1,m,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,p673,7,g,b+2*c/(2*a+2*b+2*c),3,a,0,1000.0,b,0,1000.0,c,0,1000.0,,,,,,,,,,,,,,,,,,,,,
7,p675,8,X,((O1-e1)**2)/e1+((O2-e2)**2)/e2+((O3-e3)**2)/e3,6,O1,0,1000.0,e1,0,1000.0,O2,0,1000.0,e2,0.0,1000.0,O3,0.0,1000.0,e3,0.0,1000.0,,,,,,,,,,,,
8,p676,9,P,p*((1-u)**5),2,p,0,100000.0,u,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
9,p677,10,p,1-1/(2*Nn),1,Nn,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,p679,11,P,m*(p-q)+q,3,m,0,1.0,p,0,1.0,q,0,1.0,,,,,,,,,,,,,,,,,,,,,
11,p681,12,W,(p**2)*Wa+2*p*q*Wb+(q**2)*Wc,5,p,0,1.0,Wa,0,1.0,q,0,1.0,Wb,0.0,1.0,Wc,0.0,1.0,,,,,,,,,,,,,,,
12,p688,13,F,n*lg(0.5)+lg(1+f),2,n,0,10.0,f,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13,p688',14,f,(p**2)+p*q*f,3,p,0,1.0,q,0,1.0,f,-1,1.0,,,,,,,,,,,,,,,,,,,,,
14,p702,15,X,(f1*x1+f2*x2+f3*x3)/3,6,f1,0,1.0,x1,0,100.0,f2,0,1.0,x2,0.0,100.0,f3,0.0,1.0,x3,0.0,100.0,,,,,,,,,,,,
15,p702',16,X,(f1*((x1-x)**2)+f2*((x2-x)**2)+f3*((x3-x)**2))/2,7,f1,0,1.0,x1,0,100.0,x,0,100.0,f2,0.0,1.0,x2,0.0,100.0,f3,0.0,1.0,x3,0.0,100.0,,,,,,,,,
16,p703,17,SD,sqrt(V),1,V,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,p703',18,C,(f1*(x1-x)*(y1-y)+f2*(x2-x)*(y2-y))/2,8,f1,0,1.0,x1,0,100.0,x,0,100.0,y1,0.0,100.0,y,0.0,100.0,f2,0.0,1.0,x2,0.0,100.0,y2,0.0,100.0,,,,,,
18,p715,19,h,sqrt(Vg/Vt),2,Vg,0,100.0,Vt,Vg,100.0,,,,,,,,,,,,,,,,,,,,,,,,
19,p721,20,h,sqrt((x1-x)/(x2-x)),3,x1,0,100.0,x,0,100.0,x2,0,100.0,,,,,,,,,,,,,,,,,,,,,
20,p725,21,n,(D**2)/(8*V),2,D,0,100.0,V,0,,,,,,,,,,,,,,,,,,,,,,,,,
21,p105,22,f,(q**2)*(1-s)/(1-s*(q**2)),2,q,0,1.0,s,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
22,5.5,23,P,s*p*(q**2)/(1-s*(q**2)),3,s,0,1.0,p,0,1.0,q,0,1.0,,,,,,,,,,,,,,,,,,,,,
23,5.13,24,q,qm+(q0-qm)*((1-m)**5),3,qm,0,1.0,q0,qm,1.0,m,0,1.0,,,,,,,,,,,,,,,,,,,,,
24,6.2,25,F,0.5/Nn+(1-0.5/Nn)*f,2,Nn,0,100.0,f,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
25,6.5,26,F,((1-u)**2)/(2*Nn-(2*Nn-1)*((1-u)**2)),2,u,0,1.0,Nn,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
26,p201,27,A,p*q+(1-r)*D,4,p,0,1.0,q,0,1.0,r,0,1.0,D,0.0,1.0,,,,,,,,,,,,,,,,,,
27,p365,28,G,(H-h)/H,2,h,0,1.0,H,h,1.0,,,,,,,,,,,,,,,,,,,,,,,,
28,p404,29,I,(Hs-Ho)/(Hs+Ho),2,Hs,0,100.0,Ho,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
29,p448,30,n,(p**2)*((1-p)**3),1,p,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,p453,31,Nn,(2*x1-5)*(2*x2-5)*(2*x3-5)*(2*x4-5)*(2*x5-5),5,x1,3,100.0,x2,3,100.0,x3,3,100.0,x4,3.0,100.0,x5,3.0,100.0,,,,,,,,,,,,,,,
31,p528,32,t,1/lamda*ln(Nn/n),3,lamda,0,1.0,n,0,100.0,Nn,n,100.0,,,,,,,,,,,,,,,,,,,,,
32,p591,33,r,(ln(x2)-ln(x1))/t,3,t,0,1000000000.0,x2,0,100.0,x1,0,100.0,,,,,,,,,,,,,,,,,,,,,
33,C1.1,34,Nn,n*exp(r*t),3,n,0,100.0,r,-1,0.0,t,0,1000.0,,,,,,,,,,,,,,,,,,,,,
34,1.1,35,d,r*Nn*(1-Nn/K),3,r,0,1.0,Nn,0,100.0,K,0,100.0,,,,,,,,,,,,,,,,,,,,,
35,1.5,36,Nn,n/(n/K+(1-n/K)*exp(-r*t)),4,n,0,100.0,K,0,100.0,r,0,1.0,t,0.0,1000.0,,,,,,,,,,,,,,,,,,
36,1.13,37,T,sqrt(a*b)*t,3,a,0,1000.0,b,0,1000.0,t,0,1000000000000.0,,,,,,,,,,,,,,,,,,,,,
37,2.2,38,F,((A**3)-((-B)**3))/sqrt(5),2,A,0,5.0,B,0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
38,2.4,39,x,a0+1/(a1+1/(a2+1/a3)),4,a0,-1000,1000.0,a1,1,1000.0,a2,1,1000.0,a3,1.0,1000.0,,,,,,,,,,,,,,,,,,
39,2.20,40,l,exp(-d*a),2,d,0,1.0,a,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
40,2.26,41,r,m/B*ln(1+p/m),3,m,0,1.0,B,0,1000.0,p,0,1.0,,,,,,,,,,,,,,,,,,,,,
41,3.9',42,a,sqrt((1-exp(-b*t))/Nn),3,b,0,1.0,t,0,1000.0,Nn,0,1000.0,,,,,,,,,,,,,,,,,,,,,
42,3.24',43,f,n*(n-1)*0.5*(x**5),2,n,0,1000.0,x,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
43,3.31,44,a,1/Nn*(exp(2*b*t)-exp(b*t)),3,Nn,0,1.0,b,0,1.0,t,0,1000.0,,,,,,,,,,,,,,,,,,,,,
44,3.33,45,t,-ln(1-y)/(b*Nn),3,y,0,1.0,b,0,1.0,Nn,0,1000.0,,,,,,,,,,,,,,,,,,,,,
45,4.3,46,d,I*(B*Nn-y-B*I),4,I,0,1000.0,B,0,1.0,Nn,I,1000.0,y,0.0,10.0,,,,,,,,,,,,,,,,,,
46,4.9,47,f,R+exp(-R*r),2,R,0,1.0,r,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
47,5.5,48,P,(1+s)*p/(1+s*p),2,s,0,10.0,p,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
48,5.7,49,P,(p-p*u)/(1-s+s*p),3,p,0,1.0,u,0,1.0,s,0,1.0,,,,,,,,,,,,,,,,,,,,,
49,5.8,50,Q,(q-s*q-u*q+u)/(1-s*q),3,q,0,1.0,s,0,1.0,u,0,1.0,,,,,,,,,,,,,,,,,,,,,
50,5.10,51,P,((1+s*h)*p+s*(1-h)*(p**2))/(1+2*s*h*p+s*(1-2*h)*(p**2)),3,p,0,1.0,s,0,10.0,h,0,10.0,,,,,,,,,,,,,,,,,,,,,
51,5.12,52,d,s*p*(h+(1-3*h)*p-(1-2*h)*(p**2)),2,s,0,10.0,p,0,1.0,h,0,10.0,,,,,,,,,,,,,,,,,,,,,
52,5.14,53,Q,(u+(1-u-s*h*(1+u))*q-s*(1-h*(1+u))*(q**2))/(1-2*s*h*q-s*(1-2*h)*(q**2)),4,u,0,1.0,s,0,1.0,h,0,1.0,q,0.0,1.0,,,,,,,,,,,,,,,,,,
53,5.15,54,f,(s+t)*(p**3)-(s+2*t)*(p**2)+t*p,3,s,0,1.0,t,0,1.0,p,0,1.0,,,,,,,,,,,,,,,,,,,,,
54,5.21',55,P,(1-r)*p1+r*p2*p3,4,r,0,1.0,p1,0,1.0,p2,0,1.0,p3,0.0,1.0,,,,,,,,,,,,,,,,,,
55,5.22,56,p,((s1**2)+((1-s1)**2))*p1+s2*(1-s2)*p2+s3*(1-s3)*p3,6,s1,0,1.0,p1,0,1.0,s2,0,1.0,p2,0.0,1.0,s3,0.0,1.0,p3,0.0,1.0,,,,,,,,,,,,
56,5.27,57,V,x*(1-x)/Nn,2,x,0,1.0,Nn,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
57,5.35',58,P,0.5*(1-exp(-t))*x+exp(-t),2,t,0,1000.0,x,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58,6.3',59,C,R-0.5*k*(sqrt(1+4*R/k)-1),2,R,0,1000.0,k,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
59,6.4',60,C,k1*e*s/(k0+k2+k1*s),5,k1,0,1.0,e,0,10.0,s,0,10.0,k0,0.0,1.0,k2,0.0,1.0,,,,,,,,,,,,,,,
60,6.19',61,d,k1*e*s+(k0+k2+k1*s)*C1+(k_+k4)*C2,9,k1,0,1.0,e,0,10.0,s,0,10.0,k0,0.0,1.0,k2,0.0,1.0,C1,0.0,10.0,k_,0.0,1.0,k4,0.0,1.0,C2,0.0,10.0,,,
61,6.25,62,C,k2*e*s/(k1*k2+k2*s+(s**2)),4,k2,0,1000.0,e,0,10.0,s,0,10.0,k1,0.0,1000.0,,,,,,,,,,,,,,,,,,
62,6.26,63,C,e*(s**2)/(k1*k2+k2*s+(s**2)),4,e,0,10.0,s,0,10.0,k1,0,1000.0,k2,0.0,1000.0,,,,,,,,,,,,,,,,,,
63,p98,64,d,V*(s**4)/((K**4)+(s**4)),3,V,0,10.0,s,0,10.0,K,0,1000.0,,,,,,,,,,,,,,,,,,,,,
